,index,critical_temp
284,284,62.124301620429975
285,285,62.85199066833094
286,286,67.91786147727815
287,287,24.168885481202157
288,288,65.14669509083899
289,289,80.85821850611549
290,290,80.85821850611549
291,291,62.833687879247066
292,292,70.60605392945807
293,293,29.097278017577548
294,294,24.48850326161866
295,295,95.08137483489023
296,296,66.30678031634609
297,297,30.1104525104629
298,298,51.65927343096947
299,299,31.805852902185244
300,300,26.607925056786684
301,301,23.40514964011269
302,302,71.34504554718741
303,303,78.80475844063227
304,304,78.43703213059644
305,305,61.74345223891282
306,306,65.52691068108257
307,307,66.03376888971175
308,308,68.23884132610671
309,309,65.52691068108257
310,310,66.70233739568589
311,311,56.14749206038717
312,312,18.136320943169842
313,313,10.110751446550626
314,314,76.05988489702688
315,315,72.22702949812391
316,316,30.95099473651613
317,317,59.759826478997425
318,318,59.13724501143909
319,319,57.22224234836609
320,320,72.22702949812391
321,321,57.61131947883633
322,322,63.919395071256076
323,323,60.8500338527156
324,324,63.60267028224551
325,325,64.56246927301892
326,326,62.18431683757271
327,327,26.131041308943896
328,328,27.760413081275832
329,329,21.693785264697723
330,330,79.17989903181935
331,331,34.45554058111232
332,332,23.40514964011269
333,333,21.500107082727265
334,334,21.549820861405422
335,335,20.667210703675913
336,336,20.84291479600749
337,337,20.96755007449921
338,338,21.145762766802978
339,339,20.935440996181235
340,340,22.18089190930845
341,341,19.40357448648852
342,342,19.53315894366693
343,343,24.17323520141367
344,344,66.70233739568589
345,345,62.38866634200876
346,346,76.52362209769085
347,347,63.25740402688537
348,348,83.38242657024617
349,349,66.90379257711768
350,350,66.77751153056089
351,351,66.9483596920847
352,352,69.05047822735563
353,353,68.74357404187312
354,354,79.17989903181935
355,355,66.2868414991747
356,356,62.14304751999387
357,357,63.20998708716854
358,358,45.16931514564066
359,359,57.4882949859025
360,360,59.02563674362773
361,361,68.27183235538205
362,362,74.85114326427305
363,363,73.0552872897886
364,364,72.3792449724986
365,365,38.071241383587214
366,366,34.5604917304932
367,367,37.71274077584165
368,368,57.915932371513534
369,369,54.39121062729993
370,370,68.27183235538205
371,371,38.59343197419808
372,372,41.05946706088669
373,373,59.736062481218305
374,374,34.561124762991255
375,375,33.528040081350845
376,376,33.24665386338225
377,377,33.23738574102184
378,378,59.77455484598312
379,379,55.518143545668806
380,380,64.83000205409002
381,381,65.29324069636435
382,382,51.77129079798353
383,383,59.85382152579924
384,384,69.70902771733697
385,385,72.91129665903712
386,386,22.59371171101274
387,387,23.69759150923716
388,388,24.40325652924993
389,389,21.611319929431172
390,390,63.42534403431439
391,391,23.08316008104586
392,392,24.63873961778258
393,393,72.67089889846335
394,394,27.422888259035393
395,395,65.92866311990869
396,396,83.55284052291064
397,397,78.8495492404026
398,398,44.81033137605699
399,399,70.30060510517634
400,400,64.25637227605716
401,401,66.63679713860724
402,402,64.13979089829309
403,403,49.265381432862306
404,404,24.109985426273916
405,405,68.92980495867282
406,406,83.35651160771926
407,407,25.990837896269106
408,408,16.65618221338986
409,409,83.01551092387395
410,410,37.25402859615141
411,411,74.17687206200686
412,412,73.20122610012011
413,413,75.93346352997106
414,414,68.39924901918204
415,415,64.16047590306052
416,416,63.60267028224551
417,417,55.64648497104584
418,418,57.879561365169366
419,419,60.633111673330376
420,420,56.983006196135214
421,421,82.90635998459476
422,422,82.87498023289477
423,423,78.72200209689885
424,424,67.01121666644468
425,425,67.3794559749189
426,426,72.22702949812391
427,427,45.08356210800739
428,428,49.11049778101122
429,429,78.96542622085047
430,430,59.20412317538041
431,431,63.42534403431439
432,432,63.42534403431439
433,433,63.780270876728196
434,434,66.16237120077766
435,435,20.961302926080673
436,436,60.05444108617195
437,437,35.74399282696004
438,438,66.50439352557117
439,439,67.75464829117574
440,440,68.8685554766562
441,441,69.93496559781978
442,442,74.50039350399443
443,443,64.996063203075
444,444,58.18094100367125
445,445,56.812254877839834
446,446,57.67712135979257
447,447,65.92866311990869
448,448,70.2467932024179
449,449,73.05079884238445
450,450,69.49173963583884
451,451,68.5154436384842
452,452,72.63001238764869
453,453,64.46903850509989
454,454,22.985022453379486
455,455,23.489671226835124
456,456,72.21597492531626
457,457,73.7863389415303
458,458,35.49833498032392
459,459,65.00999885466429
460,460,56.661222494642715
461,461,83.07867500344771
462,462,81.470096065722
463,463,79.3319340945103
464,464,78.41062659907396
465,465,58.043657948736076
466,466,56.030754161010215
467,467,61.6852899098307
468,468,58.24832808847797
469,469,33.533461318821665
470,470,55.890218378404825
471,471,59.403711010671394
472,472,57.4072609164593
473,473,55.477068625616404
474,474,55.213369909216276
475,475,54.247825342276506
476,476,45.2666572420261
477,477,45.095896267835116
478,478,47.88746938974054
479,479,47.53641031969438
480,480,64.09474062095721
481,481,61.47180107988649
482,482,66.86340077084677
483,483,22.36771851042947
484,484,59.979462836267516
485,485,63.63529121627337
486,486,51.705735656957195
487,487,26.337602019476453
488,488,28.530579459121075
489,489,27.961250941666595
490,490,110.31176432460624
491,491,106.35695027416169
492,492,106.28728492351296
493,493,112.48984454847516
494,494,35.74399282696004
495,495,35.74399282696004
496,496,65.92866311990869
497,497,24.372577899642685
498,498,73.15060499336192
499,499,75.4814615522377
500,500,52.49793108138354
501,501,33.433335284792534
502,502,59.83982345135673
503,503,23.929876119455063
504,504,54.18018952376621
505,505,79.73142690467328
506,506,70.32986757514462
507,507,70.5742221995162
508,508,73.61029511176095
509,509,70.49662478164997
510,510,68.11675228896577
511,511,78.63658967345047
512,512,59.717183033082975
513,513,60.15485751742399
514,514,23.929876119455063
515,515,26.607925056786684
516,516,72.31469820627201
517,517,25.990837896269106
518,518,68.70157784481022
519,519,52.05975993544074
520,520,32.47412825644748
521,521,68.97275731971347
522,522,21.693785264697723
523,523,68.27183235538205
524,524,66.19168576787493
525,525,62.36175329983767
526,526,62.25921060800724
527,527,86.01182428142963
528,528,85.21383250666467
529,529,21.693785264697723
530,530,17.827453879446427
531,531,17.94674287718107
532,532,58.197573702369795
533,533,74.9713174647147
534,534,73.19486189535522
535,535,21.541421057844012
536,536,21.782355531034078
537,537,85.2886925880314
538,538,82.48616338783675
539,539,24.13174732887589
540,540,68.27183235538205
541,541,77.4525955848011
542,542,65.92866311990869
543,543,85.90923038390555
544,544,68.27183235538205
545,545,72.22702949812391
546,546,79.64875460876047
547,547,67.5225105398304
548,548,55.11507776472326
549,549,56.157797260165395
550,550,58.19536000134208
551,551,74.82425638773107
552,552,71.00394777051972
553,553,63.71647129654775
554,554,66.40774428175567
555,555,68.61486687177482
556,556,68.55915731333553
557,557,44.13376247354361
558,558,41.436780859249474
559,559,77.99732177353916
560,560,76.75233203183494
561,561,76.44175520029967
562,562,43.56883359612102
563,563,54.09881494334985
564,564,46.09410075073009
565,565,68.62859173504526
566,566,69.20790593157854
567,567,60.41885507954352
568,568,59.90345260692396
569,569,25.665378068196215
570,570,23.754063524565343
571,571,64.57047075310349
572,572,67.44095372706036
573,573,60.9449535431585
574,574,80.00546465149972
575,575,85.80713877792893
576,576,66.86606198268149
577,577,67.38826054723968
578,578,67.33336876164407
579,579,34.48269359451935
580,580,28.148982505839747
581,581,61.44525989957695
582,582,51.527963435761606
583,583,80.20976803363403
584,584,48.076540787067884
585,585,93.00327108446407
586,586,66.7049474433687
587,587,57.69391761649101
588,588,73.89195886153384
589,589,75.40088221305128
590,590,75.40088221305128
591,591,69.27915067048916
592,592,64.61729694190844
593,593,59.33779567238093
594,594,72.51077329950341
595,595,67.31509664582042
596,596,62.69266740218622
597,597,66.55649999857785
598,598,65.97291782152946
599,599,24.63488838133047
600,600,24.48850326161866
601,601,24.857087972186136
602,602,20.955289706806916
603,603,26.411636070722448
604,604,65.77294669240099
605,605,65.75675161633237
606,606,22.96887663082938
607,607,72.9869196785445
608,608,21.179878646156567
609,609,24.109985426273916
610,610,7.243520181623232
611,611,66.10448695359135
612,612,63.92384764636847
613,613,65.18583641137911
614,614,48.666748052835956
615,615,55.68255122139381
616,616,43.28605989859852
617,617,44.49162946970458
618,618,53.67095340346584
619,619,33.7233725632666
620,620,26.6476253626059
621,621,68.87860579505293
622,622,34.04475404976597
623,623,29.81989764613777
624,624,29.440367563328905
625,625,31.998355281816202
626,626,30.934917104868646
627,627,32.67024527103047
628,628,66.04248037345663
629,629,20.285426658985248
630,630,22.11884412258267
631,631,21.693785264697723
632,632,20.488438450185605
633,633,21.398578978972292
634,634,17.379929769140276
635,635,19.73142404376145
636,636,20.6473038247093
637,637,89.53907603990535
638,638,27.156114422730376
639,639,48.065902620099955
640,640,49.23059437057249
641,641,91.8195066731013
642,642,65.41233934693877
643,643,68.20817041136797
644,644,66.66760280342734
645,645,66.9590576515571
646,646,65.87187706565533
647,647,64.09147413068966
648,648,37.2068698884588
649,649,37.2068698884588
650,650,44.26037909674112
651,651,63.383472621426236
652,652,46.600727399154835
653,653,27.8025243121951
654,654,27.611131075605172
655,655,27.422888259035393
656,656,53.9904494478596
657,657,39.91134873649121
658,658,66.51819791919588
659,659,70.75966757592347
660,660,25.75354662784712
661,661,24.13174732887589
662,662,66.6151201425644
663,663,46.95241615650559
664,664,65.19477562157239
665,665,83.01551092387395
666,666,53.04790084402214
667,667,69.1615316277168
668,668,70.37950820952851
669,669,88.31528975864882
670,670,54.580823556335794
671,671,53.95073720323761
672,672,60.058438440054715
673,673,58.62557643799684
674,674,58.18933657927211
675,675,56.97485187234961
676,676,64.49735681572363
677,677,63.67554556191392
678,678,61.89902928481327
679,679,63.919395071256076
680,680,62.69266740218622
681,681,82.99723505610744
682,682,81.27312996940722
683,683,80.55284995745382
684,684,96.50964260910466
685,685,69.01741064170965
686,686,65.701323065834
687,687,67.91628812693256
688,688,63.34695254226524
689,689,56.33633195190632
690,690,93.72369260840145
691,691,23.40514964011269
692,692,72.04539680124387
693,693,76.68588644929994
694,694,68.47020016442401
695,695,66.06441508314794
696,696,67.85091629195901
697,697,70.4885609849574
698,698,70.56725355464303
699,699,66.50550767730026
700,700,66.42097325467027
701,701,76.8274658085207
702,702,61.53692006425469
703,703,60.772883408178366
704,704,30.008453693396063
705,705,76.06888533011406
706,706,56.36727712761166
707,707,56.319567518950365
708,708,25.87871760126767
709,709,104.97443215493674
710,710,103.37654384494326
711,711,95.53809779121822
712,712,70.00202473418337
713,713,69.06778089463137
714,714,64.60342397538658
715,715,63.99721167053467
716,716,75.45873381589752
717,717,82.36815865054972
718,718,92.4211158943279
719,719,92.4211158943279
720,720,71.58889507531768
721,721,44.828430684758494
722,722,55.08933834017485
723,723,57.45701187341393
724,724,67.68618667323123
725,725,60.46699722733248
726,726,75.20035652766288
727,727,92.4211158943279
728,728,96.03365717864246
729,729,91.72951936101185
730,730,102.4321776663222
731,731,102.15709109399947
732,732,68.27183235538205
733,733,96.65649651191693
734,734,89.95771805902588
735,735,75.25053776773825
736,736,74.77880113393196
737,737,63.55912737868607
738,738,69.77830521577049
739,739,70.84385566126835
740,740,68.56125582238198
741,741,68.37624204064021
742,742,55.955829614929215
743,743,75.8064386897058
744,744,72.22519378171906
745,745,110.49689027609449
746,746,81.18062321008628
747,747,77.14952521210702
748,748,64.13550746631857
749,749,34.91606490812565
750,750,65.92866311990869
751,751,47.251831722543216
752,752,21.10774926732864
753,753,23.506969274569467
754,754,25.26819906879913
755,755,69.07408650990804
756,756,66.03376888971175
757,757,66.91439924577968
758,758,69.6985479718218
759,759,41.04691755171418
760,760,73.26091254081898
761,761,86.99637608813515
762,762,58.26206217266852
763,763,51.07147936269509
764,764,67.69270506266943
765,765,10.403553153207499
766,766,27.541467927559093
767,767,69.25477025085108
768,768,31.762778107087108
769,769,35.65016084583587
770,770,73.69843213988023
771,771,66.10927746127244
772,772,36.82874747203691
773,773,71.9542723348384
774,774,69.55049575368825
775,775,65.92866311990869
776,776,65.75920022184418
777,777,66.10352404195258
778,778,68.3512293804689
779,779,68.59423186324764
780,780,59.36964934366383
781,781,58.142282662141625
782,782,61.745845235330805
783,783,61.406920405818354
784,784,80.88019343637596
785,785,80.81046977694346
786,786,72.93582562732655
787,787,78.51179197855049
788,788,71.93831712044053
789,789,74.02766298937821
790,790,69.66334957671717
791,791,68.14582214713808
792,792,13.950788950960327
793,793,64.63647524790285
794,794,59.72554123466951
795,795,57.93054185099011
796,796,50.71679591223724
797,797,65.81963154528381
798,798,72.22702949812391
799,799,68.02460886796112
800,800,77.59726554822014
801,801,99.95918338369691
802,802,98.5482109147122
803,803,58.06327597726987
804,804,60.667269568715994
805,805,72.88233724484573
806,806,70.2467932024179
807,807,68.5154436384842
808,808,42.837203285391084
809,809,112.7766167698195
810,810,46.59651494018866
811,811,86.54774953346086
812,812,95.08137483489023
813,813,94.13961645063436
814,814,99.67803215427813
815,815,69.45952411445661
816,816,72.07570196670467
817,817,69.0331349145068
818,818,69.457267750211
819,819,69.28451911204361
820,820,68.5287169738218
821,821,68.62718659617666
822,822,68.92980495867282
823,823,79.17989903181935
824,824,81.11895765492255
825,825,79.17989903181935
826,826,67.441893877566
827,827,63.7742159054725
828,828,66.70233739568589
829,829,69.82501339497215
830,830,66.09821334071519
831,831,20.88111366351539
832,832,68.86160791142704
833,833,68.71015360524918
834,834,24.96754401761449
835,835,70.92047824388843
836,836,67.53766377220832
837,837,62.40945933803617
838,838,60.069966039317194
839,839,59.540160001660695
840,840,56.49791971674034
841,841,56.49791971674034
842,842,76.63956863699605
843,843,60.73138905230946
844,844,68.37692678372136
845,845,68.54026178901046
846,846,69.22674070625938
847,847,71.14376751301617
848,848,62.206623025655446
849,849,60.621911598474675
850,850,57.399725686008814
851,851,79.5632839891176
852,852,63.49370804975483
853,853,67.68341588454884
854,854,65.65954087009531
855,855,60.59532600767701
856,856,65.59721660864633
857,857,66.22530922794533
858,858,66.78646905111067
859,859,67.45750496465178
860,860,62.68902706581689
861,861,75.42039201368647
862,862,66.10477959958844
863,863,59.358015305955206
864,864,56.52717097814478
865,865,61.48069294480763
866,866,54.69308182521492
867,867,56.32881425073102
868,868,65.58075740329139
869,869,79.76199121850402
870,870,66.03376888971175
871,871,78.89559769536837
872,872,68.69819038996037
873,873,70.90948320405471
874,874,65.24661393668124
875,875,69.5049560651331
876,876,112.1759046256319
877,877,59.389632643859215
878,878,68.36076874556261
879,879,70.69548825494978
880,880,63.113993871392466
881,881,61.104116767054556
882,882,68.75745294991388
883,883,69.94051753542819
884,884,60.90266633783879
885,885,68.3034962426107
886,886,60.87629360287807
887,887,59.865354375803626
888,888,58.22252090785534
889,889,61.93431853132569
890,890,59.6616583719571
891,891,55.69729090167975
892,892,54.58869279761469
893,893,55.89235829743221
894,894,91.06734587767818
895,895,85.66337576545672
896,896,68.57780392963514
897,897,69.0331349145068
898,898,64.70127403246681
899,899,62.97325428740325
900,900,56.30706192431679
901,901,75.93342202281941
902,902,76.11733522487187
903,903,71.05998572445662
904,904,69.55186269046348
905,905,67.84338024935747
906,906,67.91920962625586
907,907,68.24718469889655
908,908,66.26716016920365
909,909,54.54846975745353
910,910,68.42390996811856
911,911,61.30651375057838
912,912,59.59725944467128
913,913,58.690450313826894
914,914,59.38570807151465
915,915,88.93844185938715
916,916,86.38137605313764
917,917,88.83282088612089
918,918,34.08998879799898
919,919,70.64690079950171
920,920,75.47757477914016
921,921,70.46317557388902
922,922,28.882896696593686
923,923,61.86418575087899
924,924,113.65020568931098
925,925,36.93815316776376
926,926,65.7606269658721
927,927,66.22233463461038
928,928,66.0903767850991
929,929,65.40520866148312
930,930,64.64140506460645
931,931,66.0903767850991
932,932,66.0903767850991
933,933,49.07444519468117
934,934,68.81081871610236
935,935,68.74357404187312
936,936,80.92158562011731
937,937,74.77493769730624
938,938,80.55245930981899
939,939,77.39581980675966
940,940,72.22702949812391
941,941,74.17680753091548
942,942,75.23824067616349
943,943,79.17989903181935
944,944,53.331926863905736
945,945,55.757845981722255
946,946,84.61566805425556
947,947,68.74774311794711
948,948,70.59654448351647
949,949,71.1464768316895
950,950,71.66600394818863
951,951,72.92641149403589
952,952,48.74449457573141
953,953,48.66416691259022
954,954,55.41675227989249
955,955,60.818178574895725
956,956,60.982069865764636
957,957,63.426351366569435
958,958,66.75916649685954
959,959,37.05805135512692
960,960,35.4610430951563
961,961,35.78864974816066
962,962,68.33528659748531
963,963,62.940578714149936
964,964,59.58176492731041
965,965,60.975843125416446
966,966,96.50964260910466
967,967,104.97443215493674
968,968,25.718209257956627
969,969,23.300605939887838
970,970,30.044946464152652
971,971,29.442226093308562
972,972,34.38031951363321
973,973,33.250172716313806
974,974,39.43909274746194
975,975,33.93141255256802
976,976,80.53238723040013
977,977,72.62803416558852
978,978,62.29398941487831
979,979,61.21167512811107
980,980,69.60545424494389
981,981,74.67129016005583
982,982,69.83922387203363
983,983,64.05512793616836
984,984,66.6831707507236
985,985,65.06769099155672
986,986,47.21900289892618
987,987,70.49662478164997
988,988,67.7625507398648
989,989,58.43033610009289
990,990,64.64065781959872
991,991,66.88028246040308
992,992,62.29018560081467
993,993,65.92866311990869
994,994,69.26312564187033
995,995,68.62718659617666
996,996,66.84870853015347
997,997,69.25048640246114
998,998,56.78459813343575
999,999,81.86108096117054
1000,1000,81.86108096117054
1001,1001,70.60605392945807
1002,1002,39.81269040408583
1003,1003,28.987151790040343
1004,1004,29.349818411181445
1005,1005,77.42927442067528
1006,1006,68.79395688505025
1007,1007,65.76710196623162
1008,1008,59.0827900098354
1009,1009,53.91305555551751
1010,1010,59.77455484598312
1011,1011,87.12451819500488
1012,1012,23.059447094111054
1013,1013,25.350846998628995
1014,1014,73.1228833322311
1015,1015,77.3219425072178
1016,1016,76.93670464951077
1017,1017,72.98665071796769
1018,1018,67.75929725409132
1019,1019,69.99389829917874
1020,1020,84.82474695538745
1021,1021,70.55022545257832
1022,1022,70.16514880215756
1023,1023,58.31073754919415
1024,1024,71.07595164064824
1025,1025,37.064797593790544
1026,1026,36.57034903212491
1027,1027,36.57034903212491
1028,1028,34.745403062858365
1029,1029,33.009248242092454
1030,1030,72.01971720815871
1031,1031,72.81158369172259
1032,1032,73.53356946017735
1033,1033,77.9660819471421
1034,1034,58.4514490131242
1035,1035,57.76380054573167
1036,1036,28.460411442371004
1037,1037,72.86752818128708
1038,1038,61.568987058307016
1039,1039,61.41068637733798
1040,1040,60.469341911187655
1041,1041,60.170182183616426
1042,1042,183.43784212669368
1043,1043,79.17989903181935
1044,1044,71.3222288892131
1045,1045,65.85990389593107
1046,1046,53.200347628260054
1047,1047,66.8377087279743
1048,1048,107.8621069137451
1049,1049,107.8621069137451
1050,1050,22.56975602203098
1051,1051,44.42158285064803
1052,1052,45.486620049762124
1053,1053,45.45204990321826
1054,1054,42.27901047772913
1055,1055,46.848323397117625
1056,1056,44.63307760016022
1057,1057,45.82210142742488
1058,1058,45.73535243352123
1059,1059,71.92198596874998
1060,1060,73.30633012469208
1061,1061,78.39840709594182
1062,1062,80.30511172953003
1063,1063,76.60880546168558
1064,1064,81.93704251247506
1065,1065,82.12295220409524
1066,1066,52.64996443720639
1067,1067,52.64996443720639
1068,1068,31.172659780404693
1069,1069,32.991512414291996
1070,1070,81.16370121240301
1071,1071,40.85735238934728
1072,1072,64.7897547673378
1073,1073,69.80445091198561
1074,1074,50.56839631321677
1075,1075,61.083506139622806
1076,1076,64.8374999365468
1077,1077,104.99853364031127
1078,1078,69.57140235671265
1079,1079,96.21658226704584
1080,1080,72.84651488936879
1081,1081,71.92523282371862
1082,1082,68.6024581743943
1083,1083,46.274076412072795
1084,1084,35.67993834139769
1085,1085,34.61611842624361
1086,1086,76.29367259958485
1087,1087,68.65177969161354
1088,1088,75.46503819913627
1089,1089,77.39581980675966
1090,1090,72.81158369172259
1091,1091,73.20193211014617
1092,1092,73.20193211014617
1093,1093,77.56147734520336
1094,1094,66.01215684737615
1095,1095,66.01215684737615
1096,1096,25.100335409113754
1097,1097,18.052956130355692
1098,1098,60.8500338527156
1099,1099,67.06266851047175
1100,1100,67.73295793119783
1101,1101,68.32854744675892
1102,1102,26.244716702243768
1103,1103,58.838081461843345
1104,1104,61.35791112502997
1105,1105,56.91480427670954
1106,1106,26.44080472096159
1107,1107,27.00383540263814
1108,1108,65.125618421522
1109,1109,71.46166435958497
1110,1110,54.95919045058849
1111,1111,56.49164129815546
1112,1112,59.83323914142507
1113,1113,25.100335409113754
1114,1114,65.73620484302266
1115,1115,65.73428906100895
1116,1116,68.92980495867282
1117,1117,68.77126871598038
1118,1118,24.61070698087416
1119,1119,21.673805303456216
1120,1120,21.646180740252955
1121,1121,64.58569416892897
1122,1122,79.17989903181935
1123,1123,62.32847694991706
1124,1124,27.183019613267
1125,1125,95.04062438404223
1126,1126,95.04062438404223
1127,1127,104.97443215493674
1128,1128,96.05342577609555
1129,1129,95.22307764238114
1130,1130,64.43477315234998
1131,1131,61.42841230441188
1132,1132,61.00147333241057
1133,1133,78.83103277323198
1134,1134,69.79636499700922
1135,1135,72.60766091732263
1136,1136,96.91811522900906
1137,1137,69.27980254689422
1138,1138,69.26134687869761
1139,1139,29.44021931521312
1140,1140,65.74102335166012
